SMILES,CHANNEL_OUTCOME,assay_type
[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCCCCCCC,agonist,Liver
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,inactive,Liver
CS(=O)(=O)O.C#CCN[C@@H]2CCc1ccccc12,inactive,Liver
[Na+].O=C1[N-]C(=O)C(N1)(c2ccccc2)c3ccccc3,agonist,Liver
CC1(C)C(=O)C(C)(C)C1=O,inactive,Liver
[O-][N+](=O)c1cc(N)ccc1NCCO,inactive,Liver
Cl[Zr](Cl)(C1C=CC=C1)C2=CC=CC2,inactive,Liver
Oc1ccc(Cl)c2cccnc12,agonist,Liver
c1cc2cccc3C=Cc(c1)c23,agonist,Liver
CCN(CC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,antagonist,Liver
c1cc3ccccc3cc1Nc2ccccc2,antagonist,Liver
[Na+].CC=1C(\C=C(Br)C(=O)C=1Br)=C(/c2cc(Br)c(O)c(Br)c2C)c3ccccc3S([O-])(=O)=O,antagonist,Liver
O=C4c1ccccc1C(Nc3ccc(OCCN2CCCCC2)cc3)N4CC,inactive,Liver
[Br-].C[N+](C)(C)CCCCCCCCCCCCCC,antagonist,Liver
Brc1ccc(cc1)C(OCCN(C)C)c2ccccc2,agonist,Liver
O=C(O)CCn4ccc3c4cccc3OCCc1nc(oc1C)c2ccccc2,antagonist,Liver
N#CC(=C)C(=O)OCC,inactive,Liver
OCC#CCO,inactive,Liver
Cc1cc(ccc1SC)OP(=O)(NC(C)C)OCC,inactive,Liver
Fc1ccc(cc1)C(=O)N[C@H]2c3cc(ccc3OC(C)(C)[C@@H]2O)C(C)=O,inactive,Liver
CCCC1CCCC(=O)O1,inactive,Liver
O=C(O)/C=C\C(=O)O.n1c3ccccc3ccc1N2CCNCC2,agonist,Liver
Cc1ccccc1S(=O)(=O)NC(=O)c5ccc(Cc3cn(C)c2ccc(cc23)NC(=O)OC4CCCC4)c(OC)c5,inactive,Liver
O=C(OCCOCCCC)CCCCCCCCC(=O)OCCOCCCC,inactive,Liver
Cl.c1ccccn1,inactive,Liver
O[C@@H]([C@H](O)C\C=C\CCCCCCC(=O)CCCCCC)[C@@](N)(CO)C(=O)O,agonist,Liver
O=C(NC(C)(C)CS(=O)(=O)O)C=C,agonist,Liver
c1c4c5ccccc5ccc4cc3c1ccc2ccccc23,agonist,Liver
CC(C)NC=2C(=O)N(c1ccccc1)N(C)C=2C,inactive,Liver
O=C2C=CC(=O)N2c1ccccc1,antagonist,Liver
O=C2CCCCCN2SSN1CCCCCC1=O,antagonist,Liver
O=C(C)O[Si](C)(OC(C)=O)OC(=O)C,antagonist,Liver
CCc1cc(ccn1)C(N)=S,inactive,Liver
[Cl-].CC[N+](CC)(Cc1ccccc1)CC,inactive,Liver
O=C(CC(C)CC\C=C(/C)C)OC,inactive,Liver
C\C=C\C=C\CO,inactive,Liver
IC(I)I,antagonist,Liver
Cc1nnc(o1)C(=O)NC(C)(C)C3=NC(C(=O)NCc2ccc(F)cc2)=C(O)C(=O)N3C,inactive,Liver
N#CCCOCCOCCC#N,inactive,Liver
Nc1cccc(N)c1,inactive,Liver
[Cl-].OC[P+](CO)(CO)CO,inactive,Liver
[O-][N+](=O)c2c(C)ccc1ccccc12,inactive,Liver
[O-][n+]1ccc(cc1)[N+](=O)[O-],antagonist,Liver
Cc1cc(O)ccc1N,antagonist,Liver
[Na+].[O-]C(=O)[C@@H](N)Cc2cc(I)c(Oc1cc(I)c(O)cc1)c(I)c2,antagonist,Liver
c1nc(ccc1)c2ccccn2,inactive,Liver
[Na+].[O-]C(=O)C=C,inactive,Liver
NC(=S)NNC(N)=S,inactive,Liver
O=C1C=CC(=O)N1,antagonist,Liver
CN(C)CCOC(=O)C(OCC)(c1ccccc1)c2ccccc2,inactive,Liver
N#CN,inactive,Liver
ClCCN(CCCl)CCCl,antagonist,Liver
O=C(OCCCCCCC)CCCCC(=O)OCCCCCCCCC,agonist,Liver
N#Cc1c(F)cccc1F,inactive,Liver
Cl.O=C(O)C2=CN(c1cc(c(F)cc1C2=O)N3CCNCC3)C4CC4,inactive,Liver
Oc1c(cc(cc1CN(C)C)CN(C)C)CN(C)C,inactive,Liver
BrC(CBr)CCl,inactive,Liver
O=C(Nc1ccccc1)Nc2cnns2,inactive,Liver
C[C@H](O)[C@H](CC)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OCC6C[C@@](Cn5cncn5)(OC6)c7ccc(F)cc7F,antagonist,Liver
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,inactive,Liver
O=Nc1ccc(O)cc1,inactive,Liver
Fc1ccc(cc1)n5cc(C3CCN(CCN2CCNC2=O)CC3)c4cc(Cl)ccc45,antagonist,Liver
O=C(O)c1ccccc1,inactive,Liver
C1=CCCCO1,inactive,Liver
CC1=CC[C@@H](CC1)C(C)=C,inactive,Liver
O=C1CC2CC1C3CCCC23,inactive,Liver
Clc1cc(cc(Cl)c1)C(=O)OC,inactive,Liver
Cc1ccc(c2[Hg]Oc12)[N+]([O-])=O,antagonist,Liver
C1CN2CCC1CC2,inactive,Liver
OC1CCC(CC1)C(C)(C)C2CCC(O)CC2,inactive,Liver
C[n+]1ccn(C)c1.[O-]P(=O)(OC)OC,inactive,Liver
Clc1ccc(CN(CC)C(=C\[N+]([O-])=O)\NC)cn1,inactive,Liver
O=C(CCCCCCC/C=C\CCCCCCCC)OC,inactive,Liver
O=C(C)Oc1ccc(cc1)C=C,inactive,Liver
CC(C)(CC)OC,inactive,Liver
COP(=O)(OC)OC(C)=C(Cl)C(=O)N(CC)CC,inactive,Liver
S=C(Nc1ccccc1NC(=S)NC(=O)OCC)NC(=O)OCC,agonist,Liver
Clc1cc(N)cc(Cl)c1N,agonist,Liver
Clc1ccc2cc3ccccc3cc2c1,agonist,Liver
Cc1ccc(N)cc1S(O)(=O)=O,inactive,Liver
C\C(C)=C/C(C)(C)C,inactive,Liver
OP(O)(=O)c1ccccc1,inactive,Liver
Cl[Yb](Cl)Cl,inactive,Liver
Cc1cc(cc(C)c1)OP(=O)(Oc2cc(C)cc(C)c2)Oc3cc(C)cc(C)c3,inactive,Liver
CC12CCC(C1)C(C)(C)C2O,agonist,Liver
Cl.N=C(N)NC(=N)N(C)C,inactive,Liver
N#CSCc1ccccc1,inactive,Liver
OC(c1ccccc1Cl)(c2cncnc2)c3ccc(Cl)cc3,antagonist,Liver
O=Cc1cc(O)ccc1Br,agonist,Liver
C1=CC=CC1,inactive,Liver
CC(=O)NC,inactive,Liver
ClC53C1(Cl)C4(Cl)C2(Cl)C1(Cl)C(Cl)(Cl)C5(Cl)C2(Cl)C3(Cl)C4(Cl)Cl,inactive,Liver
OC(C)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,antagonist,Liver
C[Sn](C)(Cl)Cl,agonist,Liver
C1CNCCN1,antagonist,Liver
Cl.CC(N)COc1c(C)cccc1C,inactive,Liver
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inactive,Liver
O=S(N)(=O)c1ccc(cc1)C(=O)O,inactive,Liver
SC1CCCCC1,inactive,Liver
O=C2C=C(C[C@H](/C=C/c1ccccc1)O2)OC,inactive,Liver
O=S(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c2ncccc2S(=O)(=O)CC,inactive,Liver
Nc2ccc(Cc1ccc(N)cc1)cc2,inactive,Liver
BrCC1CO1,inactive,Liver
O[C@@H]2[C@H](O)C[C@](O)(C[C@H]2OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,agonist,Liver
c1cc4ccccc4c2ccc3ccccc3c12,inactive,Liver
Cl.CN(C)C(CC(C)C)C1(CCC1)c2ccc(Cl)cc2,agonist,Liver
CC(C)(C)c2ccc(OCC1CO1)cc2,inactive,Liver
CC\C=C1\OC(=O)c2ccccc12,inactive,Liver
Cc1cccc[n+]1CCCC.F[B-](F)(F)F,agonist,Liver
O=[N+]([O-])c1cccc(N)c1,inactive,Liver
C\C(C)=C\CC[C@H](C)CC=O,inactive,Liver
CC(C)Nc3ccc(NC(C)C)c2c3C(=O)c1ccccc1C2=O,agonist,Liver
N#CCCC#N,inactive,Liver
CCOC(=O)C=1CC(ON=1)(c2ccccc2)c3ccccc3,inactive,Liver
O=[N+]([O-])c1ccc(CCl)cc1,inactive,Liver
CC(C)(C)c1ccc(cc1)C(=O)CCCCl,inactive,Liver
O=C(N)c1cnc(N)cc1,inactive,Liver
Cl.CCC(=O)N(C2CCN(Cc1ccccc1)CC2)c3ccccc3,inactive,Liver
O=C(Nc1c(C)cccc1C)CN2CCCC2,inactive,Liver
Cl.Clc1cccc(Cl)c1CC(=O)NC(=N)N,inactive,Liver
Cl.COc1cc(C)c(cc1C[C@@H](C)N)OC,inactive,Liver
CN1CCN(CC1)c2cc3N(CC)C=C(C(=O)O)C(=O)c3cc2F.CS(=O)(=O)O,inactive,Liver
CC(C)Oc1cccc(c1)NC(=O)c2ccccc2C,inactive,Liver
O.O=S(=O)(O)c1ccc(O)c2ncccc12,inactive,Liver
[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCC,agonist,Liver
O=C(CCCN(C)N=O)c1cccnc1,agonist,Liver
[I-].Cc1cc[n+](CCCC)cc1,antagonist,Liver
CN2CCC[C@H]2c1cnccc1.O=S(=O)(O)O.CN2CCC[C@H]2c1cccnc1,inactive,Liver
Oc1ccccc1Br,inactive,Liver
Clc1cc(C)c(Cl)cc1C,inactive,Liver
Oc1ccc(Cl)c(C)c1,agonist,Liver
[K+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inactive,Liver
C=CCCCC,inactive,Liver
COc1cc(N)c(cc1Cl)OC,inactive,Liver
O=S(=O)(N(C)C1CCCCC1)c2ccccc2N,inactive,Liver
OCCN(C)CCO,inactive,Liver
O=C2c1ccccc1C(=O)C2C(=O)C(c3ccccc3)c4ccccc4,antagonist,Liver
COC(C)COC(C)COC(C)CO,inactive,Liver
CN1CCN(CC1)CC(=O)N3c2c(csc2C)C(=O)Nc4ccccc34,inactive,Liver
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,inactive,Liver
CC(C)CON=O,inactive,Liver
Cc3ccccc3OP(=O)(Oc1ccccc1C)Oc2ccccc2C,inactive,Liver
C/C(C)=C1/CC[C@@H](C)CC1=O,inactive,Liver
BrC(C)C,antagonist,Liver
CCC=CC#N,inactive,Liver
CC(C)CCCCCOC(=O)C=C,inactive,Liver
O=C(O)COc1ccccc1C,inactive,Liver
[Ca+2].[O-]C(=O)C[C@H](O)C[C@H](O)/C=C/c3c(c1ccc(F)cc1)c4ccccc4nc3C2CC2.[O-]C(=O)C[C@H](O)CC(O)/C=C/c1c(c3ccccc3nc1C2CC2)c4ccc(F)cc4,agonist,Liver
Clc1cc(Cl)c(C)cc1,inactive,Liver
C[n+]1ccn(CCC)c1.F[B-](F)(F)F,inactive,Liver
Cl[Dy](Cl)Cl,inactive,Liver
COc1cccc(OC)c1,inactive,Liver
[O-][N+](=O)c2cccc1ccccc12,inactive,Liver
O=C2NC=Nc1ccccc12,inactive,Liver
Cl.COc1ccccc1N2CCNCC2,inactive,Liver
CN(C)c1ccccc1,inactive,Liver
Nc3ncnc2c3ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,inactive,Liver
CCOP(=S)(OCC)SCN1c2ccc(Cl)cc2OC1=O,antagonist,Liver
S=P(Oc1ccc(cc1)[N+]([O-])=O)(OC)OC,inactive,Liver
BrCCl,inactive,Liver
Cl.COc1c(cc(cc1OC)CC(C)C)OC,inactive,Liver
Cc1cc(cc(C)c1C(=O)C)C(C)(C)C,agonist,Liver
ClP(Cl)(Cl)(Cl)Cl,antagonist,Liver
OC\C=C\CO,inactive,Liver
OP(=O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,inactive,Liver
OC(C(C)C)(c1cncnc1)c2ccc(OC(F)(F)F)cc2,inactive,Liver
F[B-](F)(F)F.C[n+]1ccn(CCCCCCCCCCCC)c1,antagonist,Liver
Cc1ccnc(N)c1,inactive,Liver
Nc1ncc2C[C@H]3N(CCC[C@@H]3Cc2n1)CCC,agonist,Liver
CCCCCCCCCCCCC=C,inactive,Liver
[K+].O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)COc1ccccc1)[C@H]3SC2(C)C,inactive,Liver
O=C(CN1CCCCC1)Nc2ccc(cc2)C(=O)OCC,inactive,Liver
CCCCCCCCCCCCCCC=C,inactive,Liver
OCC(CO)n4cnc(c1ccc(F)cc1)c4c3ccnc(Oc2ccccc2)n3,inactive,Liver
O=C(Oc1cc(ccc1)[C@H](C)N(C)C)N(C)CC.O=C(O)[C@@H](O)[C@H](O)C(=O)O,inactive,Liver
O=C2c1ccccc1C(=O)c3ccccc23,inactive,Liver
COc1cc(ccc1OC)CC=C,inactive,Liver
Clc1c(cccc1Cl)[N+]([O-])=O,inactive,Liver
[NH4+].NC(=O)P([O-])(=O)OCC,inactive,Liver
O=NN(C)c1ccc(cc1)[N+]([O-])=O,agonist,Liver
O=C(O)CCCCCCCC,inactive,Liver
OC1CCCCC1,inactive,Liver
O=[N+]([O-])c1ccc(N)cc1,inactive,Liver
BrCc1ccc(Br)cc1F,inactive,Liver
O=C(O[C@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)CCCCCCCCCCC)C(CC(C)C)NC=O,agonist,Liver
Cc1ncc([N+]([O-])=O)n1CC(O)C,inactive,Liver
CC(C)N(CCO)C(C)C,inactive,Liver
O=C(/C=C(/C)O[Al](OC(C)CC)OC(C)CC)OCC,inactive,Liver
Clc3cc(NC(=O)c1cc(I)cc(I)c1O)c(C)cc3C(C#N)c2ccc(Cl)cc2,inactive,Liver
O=C(CCl)c1ccc(Cl)cc1Cl,antagonist,Liver
O=[N+]([O-])c1cc(ccc1)C(F)(F)F,inactive,Liver
OCCC(O)CO,inactive,Liver
COc1nc(NC(C)C)nc(NC(C)C)n1,inactive,Liver
COc1ccc(Cl)cc1C(=O)OC,inactive,Liver
CCCCCCCCCCCCCCCCN,agonist,Liver
[O-][N+](=O)C=Cc1ccccc1,antagonist,Liver
Cl.Clc1ccc(cc1)CC3=NN(C(=O)c2ccccc23)C4CCCN(C)CC4,antagonist,Liver
Cl.OC[C@H](c1ccccc1)C(=O)O[C@H]2C[C@@H]3N(C)[C@H](C2)[C@H]4O[C@@H]34,inactive,Liver
O=S(=O)(O)c2c(N)ccc1ccccc12,inactive,Liver
Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,inactive,Liver
CC(C)(CO)C(O)C(C)C,inactive,Liver
Cl.OC(=O)CC[C@H](N)C(=O)O,inactive,Liver
[Na+].[O-]C(=O)c1ccccc1,antagonist,Liver
N=C(N)NC#N,inactive,Liver
O=C(OCCCCOC(=O)C(=C)C)C(=C)C,inactive,Liver
NS(=O)(=O)c1ccc2c(c1)[C@H](CC[C@H]2c3ccc(Cl)c(Cl)c3)NC,antagonist,Liver
[O-][N+](=O)c1ccc2c3ccccc3Cc2c1,inactive,Liver
O=C(CCCCCCCCC(=O)OC)OC,inactive,Liver
CC(C)CCCC(=O)O,inactive,Liver
COc1ccccc1C(=O)OCC,inactive,Liver
[Na+].[Na+].[O-]S(=O)(=O)c3cc(cc2ccc(O)c(/N=N/c1ccccc1)c23)S([O-])(=O)=O,antagonist,Liver
c1cc(cc2OCOc12)CN3CCN(CC3)c4ncccn4,inactive,Liver
ClCC(=O)N([C@@H](C)COC)c1c(C)cccc1CC,antagonist,Liver
CC1(O)CCC(CC1)C(=C)C,inactive,Liver
C=CC=O,inactive,Liver
O=C(OCCc1ccccc1)c2ccccc2,inactive,Liver
CCC(CO)CO,inactive,Liver
[Na+].O.O=C([O-])[C@@H]2N3C(=O)[C@@H](NC(=O)c1c(OC)cccc1OC)[C@H]3SC2(C)C,inactive,Liver
CCC(CCCC)COC(=O)CCCCC(=O)OCc1ccccc1,inactive,Liver
C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3c(c2F)N(C=C(C3=O)C(=O)O)C4CC4,inactive,Liver
CCC(O)OC(O)CC,inactive,Liver
CCOc1cc(OCC)c(cc1OCC)C(=O)CCC(=O)O,inactive,Liver
CCC(c1ccccc1)C(=O)OCCN2CCOC(C2C)c3ccccc3,inactive,Liver
OC(=O)c1ccccc1O.OCCN(CCO)CCO,inactive,Liver
OS(=O)(=O)c2cc(N)ccc2C=Cc1ccc(N)cc1S(=O)(=O)O,inactive,Liver
O=C(CCCCCC)OCC,inactive,Liver
O=C(CC)c1c(O)cc(O)cc1O,inactive,Liver
Cl.CCC(=O)N(c1ccccc1)C2CCN(CC2)C(C)Cc3cccs3,agonist,Liver
CCCCO,inactive,Liver
[O-][N+](=O)O.Clc3ccc(C(=N\OCc1ccc(Cl)cc1Cl)\Cn2ccnc2)c(Cl)c3,antagonist,Liver
COC(=O)c1ccc(cc1)C=O,inactive,Liver
CC(=Cc1ccccc1)C=O,inactive,Liver
O=C(O)Cc1csc(n1)c2ccc(Cl)cc2,inactive,Liver
Clc1cc(cc(Cl)c1OC(F)(F)C(F)F)NC(=O)NC(=O)c2c(F)cccc2F,inactive,Liver
O=S(=O)(O)CC(=O)N(COCC)c1c(C)cccc1CC,agonist,Liver
O=S([O-])(=O)c1ccccc1CCCCCCCCCCCC.CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,antagonist,Liver
O=C(NC1CCCNC1)c2cc(OC)c(OC)c(OC)c2,antagonist,Liver
COc1cc(Cl)ccc1Cl,inactive,Liver
COc1ccc(cc1)C2=CC(=S)SS2,inactive,Liver
CC(C)(C)C(=O)OCC,inactive,Liver
CC(O)Cn2cnc1c2C(=O)N(C)C(=O)N1C,inactive,Liver
CCCCCCCCCCCCCO,agonist,Liver
Clc1ccccc1C34OCC(C)N4CC(=O)Nc2ccc(Cl)cc23,agonist,Liver
CN2CCc1cc5OCOc5cc1[C@H]2[C@@H]4OC(=O)c3c(OC)c(ccc34)OC,inactive,Liver
CC(=O)c1ccccc1,inactive,Liver
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,antagonist,Liver
O=C(CCC)c1ccccc1,inactive,Liver
Cc1cccnc1,inactive,Liver
NC(=O)OC[C@H]4c1c(cc(C=O)cc1OC)N3C[C@H]2[C@H](N2C(C)=O)[C@@]4(OC(C)=O)O3,antagonist,Liver
FC(F)(F)c1cccc(OCC(F)F)c1S(=O)(=O)Nc2nc3c(cnc(OC)n3n2)OC,inactive,Liver
[Na+].O=S([O-])(=O)c1cc(cc(c1)C(=O)O)C(=O)O,inactive,Liver
O=C(NCC(=O)O)c1ccccc1,inactive,Liver
N/C(N)=N/c1nc(CSCCNC(=N\C#N)\NC)cs1,inactive,Liver
CC(C)(C)O\N=C\c1c3CN4C(=O)C=5COC(=O)[C@](O)(CC)C=5C=C4c3nc2ccccc12,antagonist,Liver
Cl.CC(N)C12CC3CC(C1)CC(C2)C3,inactive,Liver
CC1CCC(CC1S)C(C)CS,inactive,Liver
Clc1cc(ccc1)N2CCNCC2,inactive,Liver
O=[N+]([O-])C([N+]([O-])=O)([N+](=O)[O-])[N+]([O-])=O,inactive,Liver
CC(=O)OCCC\C=C\CCCCCCCC,inactive,Liver
COc1ccc(N)c(c1)[N+]([O-])=O,inactive,Liver
Fc1ccc(cc1)Cn4c5ccccc5nc4NC3CCN(CCc2ccc(OC)cc2)CC3,antagonist,Liver
Clc2cc1c(CCNC[C@@H]1C)cc2,inactive,Liver
CC(O)(C#CC(C)(O)CC(C)C)CC(C)C,inactive,Liver
C[Si](C)(C)OC(\C)=N/[Si](C)(C)C,inactive,Liver
Nc1ccc(cc1)C(=O)OCC,inactive,Liver
CC(C)(C#N)C(C)(C)C#N,inactive,Liver
C[C@]32CC[C@@H]1[C@H]4CCCC=C4CC[C@H]1[C@@H]3CC[C@@]2(O)CC,agonist,Liver
F[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,antagonist,Liver
Clc1ccc(cc1)C(CN)CC(=O)O,inactive,Liver
Cl.O=C(Nc1ccccc1)OCC(OC(=O)Nc2ccccc2)CN3CCCCC3,agonist,Liver
N(=N/Nc1ccccc1)\c2ccccc2,antagonist,Liver
CSc2nc(NC1CC1)nc(NC(C)(C)C)n2,inactive,Liver
O=C2CCCN2C(=O)c1ccc(OC)cc1,agonist,Liver
CC(C)CBr,inactive,Liver
CO[Si](CCCOCC1CO1)(OC)OC,inactive,Liver
O=C(N(CCCC)CCN(CCCC)C(=O)N1CCOCC1)N2CCOCC2,inactive,Liver
Cc1ccc(C)c(O)c1C,inactive,Liver
OCC(O)CNC(=O)c1c(I)c(N(CCO)C(=O)CO)c(I)c(c1I)C(=O)NCC(O)CO,inactive,Liver
O=C(O)Cc1sc(nc1c2ccc(Cl)cc2)c3ccccc3,inactive,Liver
ClCCP(=O)(O)O,agonist,Liver
OC(C#N)c1ccccc1,inactive,Liver
S=P(Oc1ccc(cc1)[N+]([O-])=O)(OCC)OCC,inactive,Liver
O=C(CCCCCCCCCCC)N(C)CC(=O)O,agonist,Liver
CCCOCCO,inactive,Liver
CCN(CC#N)c1cc(C)ccc1,inactive,Liver
Oc1ccc(cc1)C3(OC(=O)c2ccccc23)c4ccc(O)cc4,antagonist,Liver
O=C1NC(=O)NC1NC(=O)N,agonist,Liver
Cl[Si](Cl)(Cl)CCCOC(=O)C(=C)C,antagonist,Liver
O=C1CCS(=O)(=O)C(N1C)c2ccc(Cl)cc2,inactive,Liver
Cc1cc(OCCCCCC)c(C)c(C)c1O,antagonist,Liver
NS(=O)(=O)c1cc(ccc1Cl)C3(O)NC(=O)c2ccccc23,inactive,Liver
CCSCCSP(=S)(OCC)OCC,inactive,Liver
CCOc1ccc(cc1N)NC(C)=O,inactive,Liver
Clc1ccc(cc1)CN(C(=O)Nc2ccccc2)C3CCCC3,antagonist,Liver
Oc1cccc(c1)C[C@H]3C(=O)OC[C@@H]3Cc2cc(O)ccc2,inactive,Liver
Clc1ccc2c(c1)C(=NCC(=S)N2C)c3ccccc3,inactive,Liver
CC=5N=C1[C@H](O)CCCN1C(=O)C=5CCN2CCC(CC2)c4noc3cc(F)ccc34,inactive,Liver
Brc1cc(Br)cc(Br)c1OCC=C,inactive,Liver
[Fe+3].[Na+].[O-]C(=O)CN(CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O,agonist,Liver
O=C1NC(=O)NC(=O)C1(CC)CC,agonist,Liver
Oc2ccc(cc2C1CCCCC1)C3(CCCCC3)c5cc(C4CCCCC4)c(O)cc5,antagonist,Liver
O=C(OC)Nc2nc1ccccc1n2C(=O)NCCCC,agonist,Liver
C=C(C)C(=O)OCC=C,inactive,Liver
O=C(O)c3cc2C(=O)c1cccc(O)c1C(=O)c2c(O)c3,inactive,Liver
[Na+].[O-]S(=O)(=O)OCCCCCCCCCC,inactive,Liver
Cl.NCC(=O)CCC(=O)O,inactive,Liver
O=C(Nc1c(C)cccc1C)CN(CC)CC,inactive,Liver
CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,inactive,Liver
OCCN1CN(CN(C1)CCO)CCO,agonist,Liver
COc1c(c(Cl)ccc1Cl)C(=O)O,inactive,Liver
Oc1cc(Cl)cc(Cl)c1,inactive,Liver
Cl.NC(=O)C=2C(=O)[C@@]3(O)C(O)=C4C(=O)c1c(c(Cl)ccc1O)[C@@H](O)[C@H]4C[C@H]3[C@@H](C=2O)N(C)C,inactive,Liver
Oc1cc(cc(O)c1)C(O)CNC(C)C.O=S(=O)(O)O.CC(C)NCC(O)c1cc(O)cc(O)c1,inactive,Liver
N=C(N)c1ccc(cc1)OCCCOc2ccc(cc2)C(=N)N,inactive,Liver
Nc1nc(C)nc(N)n1,inactive,Liver
Oc4ccc1ccc2cccc3ccc4c1c23,antagonist,Liver
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)C(O)(CC(=O)O)CC(=O)O,antagonist,Liver
O=C(O)[C@@H](N)[C@@H](C)O,inactive,Liver
CCCCCC=O,agonist,Liver
CC(=O)Oc3cccc2C(=O)c1cc(cc(OC(C)=O)c1C(=O)c23)C(=O)O,inactive,Liver
O=C(O)c1cccnc1,inactive,Liver
COc2ccc(cc2OC1CCCC1)C3CC(=O)NC3,inactive,Liver
CC(=O)Oc1ccc(cc1)C2(c3ccccc3NC2=O)c4ccc(OC(C)=O)cc4,inactive,Liver
[NH4+].[O-]Cl(=O)(=O)=O,agonist,Liver
Cc1cc(C(=O)C)c(C)o1,inactive,Liver
CN(C)N=O,inactive,Liver
Clc1cc(NC(=O)OC(C)C)ccc1,inactive,Liver
CC(C)C[C@@H](N)C(=O)O,inactive,Liver
CCCN(CCC)N=O,antagonist,Liver
O=S(=O)(Nc1nc(C)ccn1)c2ccc(N)cc2,inactive,Liver
c1cccc5c1cc4c2c5cccc2c3ccccc34,agonist,Liver
N#CSCCCCCCCCCCCC,inactive,Liver
CC1(OC(=CC1=O)C(=O)O)c2ccccc2,inactive,Liver
C[n+]1ccn(CC)c1.FC(F)(F)S([O-])(=O)=O,inactive,Liver
CN4[C@@H]1CC[C@H]4C[C@H](C1)NC(=O)N2c3ccccc3NC2=O,inactive,Liver
O=C(N)CCCCC(N)=O,inactive,Liver
BrC(Br)Br,inactive,Liver
[Ca+2].[O-]C(=O)\C=C\CCCCCCCC.[O-]C(=O)\C=C\CCCCCCCC,inactive,Liver
C[Sn](C)(OC(=O)C(C)(CC)CCC(C)C)OC(=O)C(C)(CC)CCC(C)C,inactive,Liver
O=C(c1ccccc1)c2ccccc2,inactive,Liver
Clc1ccc(Cl)cc1SCSP(=S)(OCC)OCC,inactive,Liver
Cl.CCNCC,inactive,Liver
CCO[Si](OCC)(OCC)CCCCCCCC,inactive,Liver
Oc1ccc(cc1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,inactive,Liver
CC(OCC)OCC,inactive,Liver
[O-]P(=O)(OCC)OCC.CC[P+](CCCC)(CCCC)CCCC,inactive,Liver
Cl\C(=C/[C@H]3[C@@H](C(=O)O[C@H](C#N)c2cccc(Oc1ccccc1)c2)C3(C)C)C(F)(F)F,antagonist,Liver
Cc1ccccc1CC,inactive,Liver
Clc1cc(ccc1OCC)OCC,inactive,Liver
O=S(=O)(OCC)OCC,inactive,Liver
CCN2CCCC2CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,agonist,Liver
NNCCO,inactive,Liver
ClC(=O)OCc1ccccc1,inactive,Liver
O=C(Nc1ccccc1)CCCCCCC(=O)NO,antagonist,Liver
Oc1ccc(C)cc1OC,inactive,Liver
O=C2CN(CC1c3ccccc3CCN12)C(=O)C4CCCCC4,inactive,Liver
[Na+].O.O.O.Cc1ccc(cc1)S(=O)(=O)[N-]Cl,antagonist,Liver
Clc4ccc(C(OCc2ccc(Sc1ccccc1)cc2)Cn3ccnc3)c(Cl)c4,inactive,Liver
Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3,antagonist,Liver
Oc2ccccc2C(=O)OCc1ccccc1,inactive,Liver
Clc1cc(N\N=C(/C#N)C#N)ccc1,antagonist,Liver
C=CC(=O)OCCCCCCCC(C)C,inactive,Liver
O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)NCC(=O)O,inactive,Liver
c1cccc2scnc12,inactive,Liver
OCCN(N=O)CCO,inactive,Liver
O=C(NC(C)C)OCC(C)(COC(=O)N)CCC,inactive,Liver
O=C1OCC(CC)O1,inactive,Liver
